DE:AE:F9:8E:93:1D,2.8,0.0,53721
D0:3C:DB:43:D8:CA,5.6,1.5,53722
FB:96:87:96:B2:E3,0.0,1.5,53529
F8:0B:63:22:02:97,2.8,3.0,53718
